,0,1,2
0,0.006833358,0.032505248,0.009128745
1,0.007350482,0.043749575,0.013350277
2,0.006646095,0.03225541,0.006854668
3,0.007731161,0.026388103,0.009092577
4,-0.0006620018,0.012808731,0.0024391154
5,-0.0015275857,0.03867257,0.007416138
6,0.0071980488,0.024524605,0.008016531
7,-0.008935165,0.016162666,0.0024988535
8,0.010877147,0.044496328,0.012380797
9,0.0027555125,0.03457592,0.006733959
10,0.004113745,0.032347247,0.007843926
11,-0.002335601,0.023680247,0.0030365048
12,-0.007938455,0.0076696607,-0.0016287292
13,0.0045908317,0.019963864,0.004827161
14,0.01120789,0.037572138,0.011276567
15,-0.0030479834,0.026352657,0.004967498
16,0.0073482185,0.03972571,0.0074703903
17,-0.009921024,0.017567188,0.0010918425
18,0.0025475041,0.03543358,0.008946606
19,0.010289816,0.02782772,0.012242765
20,0.0002361721,0.019396137,0.0029189605
21,0.010468504,0.03129489,0.010092668
22,0.012050975,0.03059631,0.008992478
23,0.008923601,0.039378386,0.0083575575
24,0.0001873016,0.019485695,0.004044887
25,0.0018606506,0.03953277,0.010138442
26,0.0033077968,0.030772217,0.008548999
27,0.011038196,0.05104538,0.0124448445
28,-0.00300225,0.023647951,0.004882649
29,0.0037617297,0.029409802,0.008239884
30,0.0010368983,0.02115018,0.005031252
31,0.0014732155,0.011451664,0.0021678233
32,0.0071908724,0.030293278,0.008091757
33,0.0069100433,0.032075033,0.00841341
34,0.005275918,0.016329575,0.0061502075
35,0.010493199,0.046753373,0.014389179
36,0.008473555,0.016774887,0.004058953
37,0.007946299,0.035549127,0.010716904
38,-0.0037265786,0.011833767,0.004194435
39,0.0025303843,0.028634258,0.005826475
40,-0.011161426,0.019457301,0.00464259
41,0.0044394266,0.036031343,0.009628793
42,0.00032355558,0.04296906,0.013018357
43,0.0069776857,0.03397498,0.007695025
44,0.017195541,0.031248411,0.01099073
45,0.00097252603,0.02770913,0.0053764507
46,0.012397872,0.031205745,0.0076443027
47,0.004510345,0.017659908,0.0048396927
48,0.004510095,0.04284714,0.012995431
49,0.0039972453,0.019754292,0.004325807
50,0.00055838283,0.02998283,0.0062744883
51,0.00036462714,0.0133349905,0.0035475004
52,0.015337869,0.037828322,0.01379199
53,-0.0018104881,0.029487045,0.0076656733
54,0.02497293,0.046915103,0.016146893
55,0.0132603375,0.030128518,0.007854449
56,0.0079227155,0.031317167,0.009246101
57,0.0076136705,0.023382626,0.00680844
58,-0.010567928,0.025784597,0.003716067
59,0.009666018,0.036656313,0.010330498
60,0.011308934,0.04775635,0.013751758
61,-0.002553456,0.0036474767,0.0008531219
62,0.009277182,0.029114362,0.007551484
63,0.0061800713,0.03882302,0.011518651
64,0.008682929,0.04608599,0.013443812
65,0.0076755555,0.015193934,0.0026877362
66,-0.011333749,0.022572897,0.0025530248
67,-0.0055891457,0.018458482,0.004399762
68,0.018336615,0.030250585,0.011085974
69,0.0025863585,0.028259972,0.0060989386
70,0.022055823,0.047072083,0.014219672
71,0.005684569,0.02491479,0.0056505715
72,0.0030304715,0.013575546,0.0037009236
73,0.024090752,0.010614718,0.006931429
74,-0.0020697287,0.028839486,0.0057698023
75,0.009933518,0.021089688,0.006450733
76,-0.0022816963,0.032901715,0.0060353703
77,-0.005131962,0.03170837,0.0043550655
78,0.017063318,0.05413805,0.01414648
